id,ime,regija,mesto,velikost,cena,tip,leto,adaptirano,nadstropje,agencija,opis,url 
6232585,jezica-lj-stanovanje,LJ-mesto,Lj. Bežigrad,30.0,600.0,Apartma,2018,2018,P,Zasebna ponudba,"30 m2, apartma, poslovni apartma, zgrajen l. 2018, adaptiran l. 2018, 50 m2 zemljišča, P/1 nad., Oddamo dve sobi z lastn...",https://www.nepremicnine.net/oglasi-oddaja/jezica-lj-stanovanje_6232585/
6295186,kalce-stanovanje,LJ-okolica,Logatec,48.0,420.0,enoinpolsobno,2000,2013,,Zasebna ponudba,"48 m2, 1,5-sobno, zgrajeno l. 2000, adaptirano l. 2013, visoko pritličje, Stanovanje je opremljeno, vsa infrastruktura v...",https://www.nepremicnine.net/oglasi-oddaja/kalce-stanovanje_6295186/
5873585,kamnik-stanovanje,LJ-okolica,Kamnik,15.0,140.0,Soba,2000,,,Zasebna ponudba,"15 m2, soba, zgrajena l. 2000, pritličje, oddamo. Cena: 140,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kamnik-stanovanje_5873585/
6300837,kamnik-fuzine-2-stanovanje,LJ-okolica,Kamnik,38.0,450.0,garsonjera,1975,2019,VP,Zasebna ponudba,"38 m2, garsonjera, zgrajena l. 1975, adaptirana l. 2019, VP/3 nad., 38 m2, garsonjera, v celoti opremljena, visoko pritl...",https://www.nepremicnine.net/oglasi-oddaja/kamnik-fuzine-2-stanovanje_6300837/
6280965,kocevje-stanovanje,Dolenjska,Kočevje,30.0,180.0,enosobno,1957,2014,,Zasebna ponudba,"30 m2, 1-sobno, zgrajeno l. 1957, adaptirano l. 2014, 2. nad., V centru Kočevja oddam 30 m2 veliko, celotno opremljeno s...",https://www.nepremicnine.net/oglasi-oddaja/kocevje-stanovanje_6280965/
6300927,kocevje-pri-unionu-41-stanovanje,Dolenjska,Kočevje,53.3,259.06,dvosobno,2010,,,Stanovanjski sklad RS,"53,3 m2, 2-sobno, zgrajeno l. 2010, 1. nad., oddamo. Cena: 259,06 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kocevje-pri-unionu-41-stanovanje_6300927/
6297678,kocevje-turjasko-naselje-stanovanje,Dolenjska,Kočevje,70.0,300.0,dvoinpolsobno,1982,,4,Zasebna ponudba,"70 m2, 2,5-sobno, zgrajeno l. 1982, 4/4 nad., V Turjaškem naselju v Kočevju oddam 2,5 sobno, 70 m2 veliko prijetno in v ...",https://www.nepremicnine.net/oglasi-oddaja/kocevje-turjasko-naselje-stanovanje_6297678/
6298364,kocevska-reka-12-blizu-kocevja-stanovanje,Dolenjska,Kočevje,25.0,115.0,garsonjera,1985,1985,1,Zasebna ponudba,"25 m2, garsonjera, adaptirana l. 1985, 500 m2 zemljišča, 1/2 nad., oddamo. Cena: cca 115,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kocevska-reka-12-blizu-kocevja-stanovanje_6298364/
6297280,kodeljevo-stanovanje,LJ-mesto,Lj. Moste-Polje,80.2,800.0,triinpolsobno,1969,,4,Zasebna ponudba,"80,2 m2, 3,5-sobno, zgrajeno l. 1969, 4/5 nad., CK ( toplovod ), tel., internet, kabelska TV, oddamo. Cena: do cca 800,0...",https://www.nepremicnine.net/oglasi-oddaja/kodeljevo-stanovanje_6297280/
6289153,kodeljevo-stanovanje,LJ-mesto,Lj. Moste-Polje,100.0,1200.0,trisobno,1943,2014,,"Stoja trade, d.o.o., Ljubljana","100 m2, 3-sobno, zgrajeno l. 1943, adaptirano l. 2014, 1. nad., oddamo. Cena: 1.200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kodeljevo-stanovanje_6289153/
6289294,kodeljevo-stanovanje,LJ-mesto,Lj. Moste-Polje,124.0,1200.0,trisobno,1943,2014,1,LJUBLJANA NEPREMIČNINE d.o.o.,"124 m2, 3-sobno, zgrajeno l. 1943, adaptirano l. 2014, 1/2 nad., oddamo. Cena: 1.200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kodeljevo-stanovanje_6289294/
6297867,kodeljevo-stepanjsko-stanovanje,LJ-mesto,Lj. Moste-Polje,18.0,300.0,Soba,2014,2014,2,Zasebna ponudba,"18 m2, soba, adaptirana l. 2014, 2/2 nad., 20 m2, soba, adaptirana l. 2010,160 m2 zemljišča, 1/2 nad., Oddamo sobi dvem ...",https://www.nepremicnine.net/oglasi-oddaja/kodeljevo-stepanjsko-stanovanje_6297867/
5880653,kolicevo-stanovanje,LJ-okolica,Domžale,30.0,480.0,enosobno,2017,,,Zasebna ponudba,"30 m2, 1-sobno, zgrajeno l. 2017, 1. nad., oddamo. Cena: 480,00 EUR",https://www.nepremicnine.net/oglasi-oddaja/kolicevo-stanovanje_5880653/
6299075,kolomban-stanovanje,J. Primorska,Koper,80.0,1200.0,dvosobno,2019,,,"Agencia d.o.o., PE Obala","80 m2, 2-sobno, zgrajeno l. 2019, Nad Ankaranom, v zaselku Kolomban, oddamo del stanovanjske hiše z lastnim bazenom in z...",https://www.nepremicnine.net/oglasi-oddaja/kolomban-stanovanje_6299075/
6288912,koper-stanovanje,J. Primorska,Koper,40.0,580.0,enosobno,2015,,4,Zasebna ponudba,"40 m2, 1-sobno, zgrajeno l. 2015, 4/5 nad., Prijetno, svetlo, klimatizirano. Mirna lokacija. Zagotovljeni 2 parkirni mes...",https://www.nepremicnine.net/oglasi-oddaja/koper-stanovanje_6288912/
6299182,koper-stanovanje,J. Primorska,Koper,128.4,1300.0,trisobno,2010,,,ABC nepremičnine d.o.o.,"128,4 m2, 3-sobno, zgrajeno l. 2010, oddamo. Cena: 1.300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/koper-stanovanje_6299182/
6287553,koper-blizina-titovega-trga-stanovanje,J. Primorska,Koper,12.0,180.0,,1900,2006,2,Zasebna ponudba,"12 m2, 4-sobno, zgrajeno l. 1900, adaptirano l. 2006, 2/2 nad., Oddam sobo dvema študentkama v lepem meščanskem stanovan...",https://www.nepremicnine.net/oglasi-oddaja/koper-blizina-titovega-trga-stanovanje_6287553/
6208833,koper-center-stanovanje,J. Primorska,Koper,81.0,170.0,Soba,1900,,2,Zasebna ponudba,"81 m2, soba, v stavbi zgrajeni l. 1900, 2/3 nad., oddam, soba, 2 posteljna, prostorno, svetlo, urejeno, ugodna lokacija,...",https://www.nepremicnine.net/oglasi-oddaja/koper-center-stanovanje_6208833/
6289847,koper-center-belveder-stanovanje,J. Primorska,Koper,68.7,1200.0,enoinpolsobno,2018,2018,1,Zasebna ponudba,"68,7 m2, 1,5-sobno, adaptirano l. 2018, 1/3 nad., Stanovanje z veliko teraso, oddamo. Cena: 1.200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/koper-center-belveder-stanovanje_6289847/
6300510,koper-center-vlaciceva-ul-stanovanje,J. Primorska,Koper,14.0,200.0,garsonjera,2019,2019,1,Zasebna ponudba,"14 m2, garsonjera, adaptirana l. 2019, 1/1 nad., oddamo. Cena: 200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/koper-center-vlaciceva-ul-stanovanje_6300510/
6222670,koper-cesta-na-markovec-1a-stanovanje,J. Primorska,Koper,40.0,79.0,enosobno,2017,2017,P,Enas d.o.o.,"40 m2, 1-sobno, adaptirano l. 2017, P/2 nad., Lep škrlatni apartma, kjer lahko preživite samo eno noč, doživite nepozabe...",https://www.nepremicnine.net/oglasi-oddaja/koper-cesta-na-markovec-1a-stanovanje_6222670/
6300380,koper-markovec-stanovanje,J. Primorska,Koper,44.0,540.0,enoinpolsobno,1974,,P,Zasebna ponudba,"44 m2, 1,5-sobno, zgrajeno l. 1974, P/4 nad., oddamo 3 študentkam ali študentom do junija. Cena 540 EUR/mesec + stroški ...",https://www.nepremicnine.net/oglasi-oddaja/koper-markovec-stanovanje_6300380/
6293719,koper-markovec-stanovanje,J. Primorska,Koper,51.0,600.0,enoinpolsobno,2011,2011,3,Zasebna ponudba,"51 m2, 1,5-sobno, adaptirano l. 2011, 3/5 nad., Svetlo in odprto, v celoti opremljeno stanovanje oddamo mirnim in skrbni...",https://www.nepremicnine.net/oglasi-oddaja/koper-markovec-stanovanje_6293719/
6299977,koper-markovec-stanovanje,J. Primorska,Koper,59.0,600.0,dvosobno,2019,2019,8,Zasebna ponudba,"59 m2, 2-sobno, adaptirano l. 2019, 8/9 nad., komplet opremljeno, CK, T2, klima, odprt pogled na morje, oddamo. Cena: 60...",https://www.nepremicnine.net/oglasi-oddaja/koper-markovec-stanovanje_6299977/
6285235,koper-markovec-stanovanje,J. Primorska,Koper,69.0,500.0,dvoinpolsobno,2007,,P,Zasebna ponudba,"69 m2, 2,5-sobno, zgrajeno l. 2007, 70 m2 zemljišča, P/3 nad., Oddam 2,5 sobno stanovanje v Kopru. Stanovanje se oddaja ...",https://www.nepremicnine.net/oglasi-oddaja/koper-markovec-stanovanje_6285235/
6297822,koper-markovec-stanovanje,J. Primorska,Koper,85.5,1100.0,trisobno,2010,,,Zasebna ponudba,"85,5 m2, 3-sobno, zgrajeno l. 2010, 1. nad., Oddam 3-sobno, opremljeno stanovanje družini za daljše časovno obdobje. Z 2...",https://www.nepremicnine.net/oglasi-oddaja/koper-markovec-stanovanje_6297822/
6299066,koper-markovec-stanovanje,J. Primorska,Koper,86.4,950.0,trisobno,2007,,,"Agencia d.o.o., PE Obala","86,4 m2, 3-sobno, zgrajeno l. 2007, V naselju SEMEDELSKI RAZGLEDI oddamo zelo svetlo in prostorno 3 sobno stanovanje, ki...",https://www.nepremicnine.net/oglasi-oddaja/koper-markovec-stanovanje_6299066/
6297700,koper-nokturno-pogled-na-morje-stanovanje,J. Primorska,Koper,126.0,1200.0,,2009,2018,,"Umnik, d.o.o.","126 m2, 4-sobno, zgrajeno l. 2009, adaptirano l. 2018, oddamo. Cena: 1.200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/koper-nokturno-pogled-na-morje-stanovanje_6297700/
6295610,koper-odlicna-ponudba--stanovanje,J. Primorska,Koper,75.0,750.0,dvosobno,2011,,,Zasebna ponudba,"75 m2, 2-sobno, zgrajeno l. 2011, oddamo. Cena: 750,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/koper-odlicna-ponudba--stanovanje_6295610/
6296815,koper-olmo-stanovanje,J. Primorska,Koper,24.0,170.0,garsonjera,1970,2017,P,Enas d.o.o.,"24 m2, garsonjera, zgrajena l. 1970, adaptirana l. 2017, P/P, cena 170 EUR na ležišče z vključenimi stroški na mesec. ap...",https://www.nepremicnine.net/oglasi-oddaja/koper-olmo-stanovanje_6296815/
6296001,koper-olmo-stanovanje,J. Primorska,Koper,24.0,550.0,garsonjera,1970,2017,P,Enas d.o.o.,"24 m2, garsonjera, zgrajena l. 1970, adaptirana l. 2017, P/P, oddamo. Cena: 550,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/koper-olmo-stanovanje_6296001/
6271897,koper-olmo-stanovanje,J. Primorska,Koper,70.0,750.0,trisobno,2010,,P,Zasebna ponudba,"70 m2, 3-sobno, zgrajeno l. 2010, P/P, Na odlični lokaciji v Olmu, oddamo vrstno hišo s samostojnim vhodom in teraso. Bl...",https://www.nepremicnine.net/oglasi-oddaja/koper-olmo-stanovanje_6271897/
6292693,koper-pobegi-stanovanje,J. Primorska,Koper,65.0,750.0,trisobno,2015,2015,,"1A nepremičnine, Ervin Bužan, s.p.","65 m2, 3-sobno, adaptirano l. 2015, 432 m2 zemljišča, 1. nad., 3-sobno stanovanje v kompletno obnovljeni tipični istrski...",https://www.nepremicnine.net/oglasi-oddaja/koper-pobegi-stanovanje_6292693/
6249870,koper-semedela-stanovanje,J. Primorska,Koper,15.0,170.0,Soba,1964,,,Zasebna ponudba,"15 m2, soba, zgrajena l. 1964, pritličje, oddamo. Cena: 170,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/koper-semedela-stanovanje_6249870/
6272514,koper-semedela-stanovanje,J. Primorska,Koper,25.0,240.0,Soba,1975,,,Zasebna ponudba,"25 m2, soba, zgrajena l. 1975, P+1+2, Oddam 1 sobo v najem. Skupna kuhinja in velika dnevna soba s teraso in balkonom, o...",https://www.nepremicnine.net/oglasi-oddaja/koper-semedela-stanovanje_6272514/
6299882,koper-semedela-stanovanje,J. Primorska,Koper,46.0,500.0,dvosobno,1976,2019,7,Zasebna ponudba,"46 m2, 2-sobno, zgrajeno l. 1976, adaptirano l. 2019, 7/7 nad., Stanovanje v spodnji Semedeli, oddamo. Cena: 500,00 EUR/...",https://www.nepremicnine.net/oglasi-oddaja/koper-semedela-stanovanje_6299882/
6295995,koper-skocjanska-pot-stanovanje,J. Primorska,Koper,80.0,600.0,trisobno,1988,,1,"Nepremičninska družba, d.o.o., PE RE/MAX Obala","80 m2, 3-sobno, zgrajeno l. 1988, 1/1 nad., Koper, Škocjanska pot, 3-sobno stanovanje, oddamo, oddamo. Cena: cca 600,00 ...",https://www.nepremicnine.net/oglasi-oddaja/koper-skocjanska-pot-stanovanje_6295995/
6290133,koper-vanganel-stanovanje,J. Primorska,Koper,70.0,740.0,dvosobno,1990,2017,,LJUBLJANA NEPREMIČNINE d.o.o.,"70 m2, 2-sobno, zgrajeno l. 1990, adaptirano l. 2017, 1. nad., oddamo. Cena: 740,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/koper-vanganel-stanovanje_6290133/
6300295,koper-zusterna-stanovanje,J. Primorska,Koper,55.0,750.0,dvosobno,2019,,1,Zasebna ponudba,"55 m2, 2-sobno, novogradnja - zgr. l. 2019, 1/VP, V Žusterni je na voljo nov apartma v velikosti 55 m2 + balko 12 m2 + z...",https://www.nepremicnine.net/oglasi-oddaja/koper-zusterna-stanovanje_6300295/
6298654,koroska-vrata-stanovanje,Podravska,Maribor,54.0,330.0,enoinpolsobno,1910,2015,,Lam-E d.o.o.,"54 m2, 1,5-sobno, zgrajeno l. 1910, adaptirano l. 2015, visoko pritličje, Odda se 54 m2 veliko 1,5 sobno stanovanje v st...",https://www.nepremicnine.net/oglasi-oddaja/koroska-vrata-stanovanje_6298654/
6278129,koroska-vrata-stanovanje,Podravska,Maribor,70.0,650.0,dvoinpolsobno,2007,,4,Zasebna ponudba,"70 m2, 2,5-sobno, zgrajeno l. 2007, 4/6 nad., Oddamo izredno lepo ohranjeno stanovanje, v prvem lastništvu, pravkar prep...",https://www.nepremicnine.net/oglasi-oddaja/koroska-vrata-stanovanje_6278129/
6298408,koroska-vrata-kamniska-ulica-stanovanje,Podravska,Maribor,82.0,700.0,trisobno,1970,2014,1,Zasebna ponudba,"82 m2, 3-sobno, zgrajeno l. 1970, adaptirano l. 2014, 1/4 nad., zelo nizki obratovalni stroški, 2 balkona, parkirno mest...",https://www.nepremicnine.net/oglasi-oddaja/koroska-vrata-kamniska-ulica-stanovanje_6298408/
6295618,koroska-vrata-nasproti-srednje-gradbene-sole-stanovanje,Podravska,Maribor,35.0,300.0,enosobno,1930,2018,VP,Zasebna ponudba,"35 m2, 1-sobno, v stavbi zgrajeni l. 1930, adaptirano l. 2018, VP/P, primerno za par,2ali 1 studenta. Parkirisce; Lepo, ...",https://www.nepremicnine.net/oglasi-oddaja/koroska-vrata-nasproti-srednje-gradbene-sole-stanovanje_6295618/
6300514,koroska-vrata-smetanova-ulica-stanovanje,Podravska,Maribor,38.0,330.0,enosobno,1986,,,Zasebna ponudba,"38 m2, 1-sobno, zgrajeno l. 1986, Oddamo lepo enosobno stanovanje v prenovljenem bloku na Smetanovi ulici, oddamo. Cena:...",https://www.nepremicnine.net/oglasi-oddaja/koroska-vrata-smetanova-ulica-stanovanje_6300514/
6286616,korpule-1km-do-kraja-smarje-pri-jelsah-stanovanje,Savinjska,Šmarje pri Jelšah,15.0,150.0,Soba,2019,2019,,Zasebna ponudba,"15 m2, soba, adaptirana l. 2019, 500 m2 zemljišča, P+1+2, Internet, Televizija, pralni stroj, popolnoma opremljeno, odda...",https://www.nepremicnine.net/oglasi-oddaja/korpule-1km-do-kraja-smarje-pri-jelsah-stanovanje_6286616/
6242478,koseze-stanovanje,LJ-mesto,Lj. Šiška,54.7,900.0,dvosobno,2008,,,"Stoja trade, d.o.o., Ljubljana","54,7 m2, 2-sobno, zgrajeno l. 2008, 1. nad., oddamo. Cena: 900,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/koseze-stanovanje_6242478/
6295897,koseze-stanovanje,LJ-mesto,Lj. Šiška,79.1,1000.0,trisobno,1978,2012,,Garant - Gabrijela Smuk s.p.,"79,1 m2, 3-sobno, zgrajeno l. 1978, adaptirano l. 2012, 2. nad., oddamo svetlo stanovanje, ki obsega predsobo, dnevno so...",https://www.nepremicnine.net/oglasi-oddaja/koseze-stanovanje_6295897/
6301190,koseze-stanovanje,LJ-mesto,Lj. Šiška,101.9,980.0,trisobno,1978,2018,,Rocco nepremičnine d.o.o.,"101,9 m2, 3-sobno, zgrajeno l. 1978, adaptirano l. 2018, 3. nad., oddamo. Cena: 980,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/koseze-stanovanje_6301190/
6300304,koseze-lj-stanovanje,LJ-mesto,Lj. Šiška,35.0,800.0,enosobno,2015,2015,,Zasebna ponudba,"35 m2, 1-sobno, poslovni apartma, adaptirano l. 2015, pritličje, oddamo. Cena: cca 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/koseze-lj-stanovanje_6300304/
5871013,kostanjevica-na-krki-parkirni-prostori-zagotovljeni-stanovanje,Posavska,Krško,100.0,400.0,Drugo,1996,,,Akustika group d.o.o.,"100 m2, stanovanje, zgrajeno l. 1996, V najem oddamo pritlične prostore, primerne za poslovno dejavnost z možnostjo preu...",https://www.nepremicnine.net/oglasi-oddaja/kostanjevica-na-krki-parkirni-prostori-zagotovljeni-stanovanje_5871013/
6286731,kozina-stanovanje,J. Primorska,Sežana,120.0,900.0,trisobno,1983,,,"1A nepremičnine, Ervin Bužan, s.p.","120 m2, 3-sobno, zgrajeno l. 1983, 850 m2 zemljišča, pritličje, Veliko opremljeno stanovanje v dvostanovanjski hiši, odd...",https://www.nepremicnine.net/oglasi-oddaja/kozina-stanovanje_6286731/
6208751,kranj-planina-ii-cesta-talcev-67-stanovanje,Gorenjska,Kranj,122.5,800.0,triinpolsobno,2018,,2,"""MAK"" Bojan Praprotnik s.p.","122,5 m2, 3,5-sobno, dupleks, novogradnja - zgr. l. 2018, 2/2 nad., oddamo. Cena: 800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kranj-planina-ii-cesta-talcev-67-stanovanje_6208751/
6296033,kranj-primskovo-stanovanje,Gorenjska,Kranj,70.0,630.0,dvosobno,1986,2015,VP,Samrok nepremičnine d.o.o.,"70 m2, 2-sobno, zgrajeno l. 1986, adaptirano l. 2015, 497 m2 zemljišča, VP/2 nad., V več stanovanjski urejeni hiši, na m...",https://www.nepremicnine.net/oglasi-oddaja/kranj-primskovo-stanovanje_6296033/
6300712,kranj-triglavska-ulica-stanovanje,Gorenjska,Kranj,100.0,850.0,trisobno,2000,2018,1,Zasebna ponudba,"100 m2, 3-sobno, dupleks, zgrajeno l. 2000, adaptirano l. 2018, 1/2 nad., 3-sobno dupleks stanovanje z balkonom + 2 kabi...",https://www.nepremicnine.net/oglasi-oddaja/kranj-triglavska-ulica-stanovanje_6300712/
6298619,kranj-vodovodni-stolp-pri-sodiscu-stanovanje,Gorenjska,Kranj,54.0,520.0,dvosobno,1964,2009,3,Zasebna ponudba,"54 m2, 2-sobno, zgrajeno l. 1964, adaptirano l. 2009, 3/4 nad., oddamo. Cena: 520,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kranj-vodovodni-stolp-pri-sodiscu-stanovanje_6298619/
6299264,kranjska-gora-stanovanje,Gorenjska,Jesenice,48.0,500.0,dvosobno,1999,,2,Zasebna ponudba,"48 m2, 2-sobno, zgrajeno l. 1999, 2/3 nad., Lastno parkirišče, internet, televizija, oddamo. Cena: 500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kranjska-gora-stanovanje_6299264/
6296109,krasnja-stanovanje,LJ-okolica,Domžale,50.0,450.0,enoinpolsobno,2010,2010,,Zasebna ponudba,"50 m2, 1,5-sobno, adaptirano l. 2010, adaptirano l. 2010, pritličje, oddamo. Cena: 450,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/krasnja-stanovanje_6296109/
6280305,kromberk-stanovanje,S.Primorska,Nova Gorica,41.6,370.0,dvosobno,1923,1999,,Svet Real d.o.o.,"41,6 m2, 2-sobno, zgrajeno l. 1923, adaptirano l. 1999, oddamo. Cena: 370,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/kromberk-stanovanje_6280305/
6295899,labor-stanovanje,J. Primorska,Koper,34.0,320.0,enoinpolsobno,2019,2019,1,Zasebna ponudba,"34 m2, 1,5-sobno, adaptirano l. 2019, 1/1 nad., V idilični istrski vasici Labor, oddaljeni le 15km od Kopra, oddamo apar...",https://www.nepremicnine.net/oglasi-oddaja/labor-stanovanje_6295899/
6281822,lancovo-stanovanje,Gorenjska,Radovljica,83.0,750.0,trisobno,2019,,,K 3 Kern d.o.o.,"83 m2, 3-sobno, zgrajeno l. 2019, mansarda, Najem stanovanje Lancovo, 83 m2, opremljeno v celoti, novo, na voljo takoj, ...",https://www.nepremicnine.net/oglasi-oddaja/lancovo-stanovanje_6281822/
6297995,lendava-tomsiceva-ulica-3-stanovanje,Pomurska,Lendava,40.0,190.0,enosobno,1980,2016,3,Zasebna ponudba,"40 m2, 1-sobno, zgrajeno l. 1980, adaptirano l. 2016, 3/8 nad., Oddam stanovanje v Lendavi, oddamo. Cena: 190,00 EUR/mes...",https://www.nepremicnine.net/oglasi-oddaja/lendava-tomsiceva-ulica-3-stanovanje_6297995/
6300332,lendava-tomsiceva-ulica-4-stanovanje,Pomurska,Lendava,65.0,239.0,dvosobno,1985,,4,Zasebna ponudba,"65 m2, 2-sobno, zgrajeno l. 1985, 4/5 nad., Blok nima dvigala Parkirno mesto zagotovljeno, oddamo. Cena: cca 239,00 EUR/...",https://www.nepremicnine.net/oglasi-oddaja/lendava-tomsiceva-ulica-4-stanovanje_6300332/
6282393,lesce-blizina-bleda-stanovanje,Gorenjska,Radovljica,25.0,150.0,Soba,1945,2017,,Zasebna ponudba,"25 m2, soba, zgrajena l. 1945, adaptirana l. 2017, Hostel, ki je izven sezone primeren za študente, oddamo. Cena: cca 15...",https://www.nepremicnine.net/oglasi-oddaja/lesce-blizina-bleda-stanovanje_6282393/
6296347,lesce-finzgarjeva-ulica-10-stanovanje,Gorenjska,Radovljica,74.0,550.0,trisobno,1970,,2,Zasebna ponudba,"74 m2, 3-sobno, zgrajeno l. 1970, 2/4 nad., Oddamo 3-sobno stanovanje v Lescah. Stanovanje bo vseljivo z mesecem novembr...",https://www.nepremicnine.net/oglasi-oddaja/lesce-finzgarjeva-ulica-10-stanovanje_6296347/
6300283,litija-graska-dobrava-stanovanje,LJ-okolica,Litija,28.0,150.0,garsonjera,1974,,P,Zasebna ponudba,"28 m2, garsonjera, zgrajena l. 1974, P/5 nad., oddamo. Cena: cca 150,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/litija-graska-dobrava-stanovanje_6300283/
6237141,litija-pri-zelezniski-postaji-v-bloku-stanovanje,LJ-okolica,Litija,15.0,150.0,Soba,2015,,P,Zasebna ponudba,"15 m2, soba, zgrajena l. 2015, P/4 nad., oddam ležošče v sobi s souporabo kuhinje in kopalnice. stanovanje ima 4 sobe. s...",https://www.nepremicnine.net/oglasi-oddaja/litija-pri-zelezniski-postaji-v-bloku-stanovanje_6237141/
6295493,lj-bezigrad-stanovanje,LJ-mesto,Lj. Bežigrad,15.0,230.0,Soba,1998,,,Zasebna ponudba,"15 m2, soba, zgrajena l. 1998, Študentki oddam opremljeno sobo Ljubljana Bežigrad s souporabo kuhinje in sanitarij, cent...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6295493/
6295826,lj-bezigrad-stanovanje,LJ-mesto,Lj. Bežigrad,37.0,550.0,garsonjera,2007,,3,Zasebna ponudba,"37 m2, garsonjera, zgrajena l. 2007, 3/5 nad., oddam zelo svetlo in opremljeno garsonjero z lastniškim parkirnim mestom ...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6295826/
6300595,lj-bezigrad-stanovanje,LJ-mesto,Lj. Bežigrad,42.8,550.0,garsonjera,1977,,,ABC nepremičnine d.o.o.,"42,8 m2, garsonjera, zgrajena l. 1977, oddamo. Cena: 550,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6300595/
6289147,lj-bezigrad-stanovanje,LJ-mesto,Lj. Bežigrad,50.0,690.0,dvosobno,2004,,,"Stoja trade, d.o.o., Ljubljana","50 m2, 2-sobno, zgrajeno l. 2004, 2. nad., oddamo. Cena: 690,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6289147/
6299679,lj-bezigrad-stanovanje,LJ-mesto,Lj. Bežigrad,56.0,850.0,dvosobno,1958,2019,4,LJUBLJANA NEPREMIČNINE d.o.o.,"56 m2, 2-sobno, zgrajeno l. 1958, adaptirano l. 2019, 4/5 nad., oddamo. Cena: 850,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6299679/
6292598,lj-bezigrad-stanovanje,LJ-mesto,Lj. Bežigrad,62.0,1000.0,dvosobno,2014,,6,"Stoja trade, d.o.o., Ljubljana","62 m2, 2-sobno, zgrajeno l. 2014, 6/10 nad., oddamo. Cena: 1.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6292598/
6301408,lj-bezigrad-stanovanje,LJ-mesto,Lj. Bežigrad,65.3,1000.0,dvosobno,2014,,,"RENEX, Ksenija Mihajlović s.p.","65,3 m2, 2-sobno, zgrajeno l. 2014, 6. nad., oddamo. Cena: 1.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6301408/
6297481,lj-bezigrad-stanovanje,LJ-mesto,Lj. Bežigrad,71.0,850.0,trisobno,1974,,,Novi list d.o.o.,"71 m2, 3-sobno, zgrajeno l. 1974, Prijetno, svetlo stanovanje z lepim razgledom, oddamo. Cena: 850,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6297481/
6301166,lj-bezigrad-stanovanje,LJ-mesto,Lj. Bežigrad,75.0,900.0,trisobno,1937,2019,1,Zasebna ponudba,"75 m2, 3-sobno, zgrajeno l. 1937, adaptirano l. 2019, 1/3 nad., oddamo. Cena: 900,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6301166/
6298217,lj-bezigrad-stanovanje,LJ-mesto,Lj. Bežigrad,80.0,1100.0,trisobno,1988,2008,,"Stoja trade, d.o.o., Ljubljana","80 m2, 3-sobno, zgrajeno l. 1988, adaptirano l. 2008, 2. nad., oddamo. Cena: 1.100,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6298217/
6300973,lj-bezigrad-stanovanje,LJ-mesto,Lj. Bežigrad,81.0,800.0,trisobno,1991,,5,Zasebna ponudba,"81 m2, 3-sobno, zgrajeno l. 1991, 5/6 nad., 3 sobno stanovanje, poleg Mercatorjeve poslovne stavbe, opremljeno, oddam za...",https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6300973/
